activity_label,query_action_key,total_evaluated,correct,incorrect,unknown,tp,tn,fp,fn,accuracy
belly_dancing,decorating_christmas_tree,9,9,0,0,0,9,0,0,1.0000
belly_dancing,flipping_pancake,9,9,0,0,0,9,0,0,1.0000
belly_dancing,folding_clothes,9,9,0,0,0,9,0,0,1.0000
belly_dancing,mowing_lawn,9,9,0,0,0,9,0,0,1.0000
belly_dancing,petting_animal,9,9,0,0,0,9,0,0,1.0000
belly_dancing,reading_book,9,9,0,0,0,9,0,0,1.0000
belly_dancing,sanding_floor,9,9,0,0,0,9,0,0,1.0000
belly_dancing,using_computer,9,9,0,0,0,9,0,0,1.0000
belly_dancing,washing_dishes,9,9,0,0,0,9,0,0,1.0000
blasting_sand,carrying_baby,6,6,0,0,0,6,0,0,1.0000
blasting_sand,cleaning,6,2,4,0,0,2,4,0,0.3333
blasting_sand,cleaning_floor,6,6,0,0,0,6,0,0,1.0000
blasting_sand,cleaning_shoes,6,5,1,0,0,5,1,0,0.8333
blasting_sand,cleaning_windows,6,3,3,0,0,3,3,0,0.5000
blasting_sand,cooking_chicken,6,6,0,0,0,6,0,0,1.0000
blasting_sand,decorating_christmas_tree,6,6,0,0,0,6,0,0,1.0000
blasting_sand,flipping_pancake,6,6,0,0,0,6,0,0,1.0000
blasting_sand,folding_clothes,6,6,0,0,0,6,0,0,1.0000
blasting_sand,mowing_lawn,6,6,0,0,0,6,0,0,1.0000
blasting_sand,petting_animal,6,6,0,0,0,6,0,0,1.0000
blasting_sand,reading_book,6,6,0,0,0,6,0,0,1.0000
blasting_sand,sanding_floor,6,0,6,0,0,0,0,6,0.0000
blasting_sand,using_computer,6,4,2,0,0,4,2,0,0.6667
blasting_sand,washing_dishes,6,6,0,0,0,6,0,0,1.0000
blowing_out_candles,carrying_baby,15,13,2,0,0,13,2,0,0.8667
blowing_out_candles,cleaning,15,11,4,0,0,11,4,0,0.7333
blowing_out_candles,cleaning_floor,15,15,0,0,0,15,0,0,1.0000
blowing_out_candles,cleaning_shoes,15,15,0,0,0,15,0,0,1.0000
blowing_out_candles,cleaning_windows,15,15,0,0,0,15,0,0,1.0000
blowing_out_candles,cooking_chicken,15,15,0,0,0,15,0,0,1.0000
blowing_out_candles,decorating_christmas_tree,15,11,4,0,0,11,4,0,0.7333
blowing_out_candles,flipping_pancake,15,15,0,0,0,15,0,0,1.0000
blowing_out_candles,folding_clothes,15,12,3,0,0,12,3,0,0.8000
blowing_out_candles,mowing_lawn,15,15,0,0,0,15,0,0,1.0000
blowing_out_candles,petting_animal,15,15,0,0,0,15,0,0,1.0000
blowing_out_candles,reading_book,15,14,1,0,0,14,1,0,0.9333
blowing_out_candles,sanding_floor,15,15,0,0,0,15,0,0,1.0000
blowing_out_candles,using_computer,15,12,3,0,0,12,3,0,0.8000
blowing_out_candles,washing_dishes,15,15,0,0,0,15,0,0,1.0000
bowling,carrying_baby,15,15,0,0,0,15,0,0,1.0000
bowling,cleaning,15,12,3,0,0,12,3,0,0.8000
bowling,cleaning_floor,15,15,0,0,0,15,0,0,1.0000
bowling,cleaning_shoes,15,15,0,0,0,15,0,0,1.0000
bowling,cleaning_windows,15,15,0,0,0,15,0,0,1.0000
bowling,cooking_chicken,15,15,0,0,0,15,0,0,1.0000
bowling,decorating_christmas_tree,15,15,0,0,0,15,0,0,1.0000
bowling,flipping_pancake,15,15,0,0,0,15,0,0,1.0000
bowling,folding_clothes,15,15,0,0,0,15,0,0,1.0000
bowling,mowing_lawn,15,15,0,0,0,15,0,0,1.0000
bowling,petting_animal,15,15,0,0,0,15,0,0,1.0000
bowling,reading_book,15,15,0,0,0,15,0,0,1.0000
bowling,sanding_floor,15,15,0,0,0,15,0,0,1.0000
bowling,using_computer,15,15,0,0,0,15,0,0,1.0000
bowling,washing_dishes,15,15,0,0,0,15,0,0,1.0000
braiding_hair,carrying_baby,3,3,0,0,0,3,0,0,1.0000
braiding_hair,cleaning,3,3,0,0,0,3,0,0,1.0000
braiding_hair,cleaning_floor,3,3,0,0,0,3,0,0,1.0000
braiding_hair,cleaning_shoes,3,3,0,0,0,3,0,0,1.0000
braiding_hair,cleaning_windows,3,3,0,0,0,3,0,0,1.0000
braiding_hair,cooking_chicken,3,3,0,0,0,3,0,0,1.0000
braiding_hair,decorating_christmas_tree,3,3,0,0,0,3,0,0,1.0000
braiding_hair,flipping_pancake,3,3,0,0,0,3,0,0,1.0000
braiding_hair,folding_clothes,3,3,0,0,0,3,0,0,1.0000
braiding_hair,mowing_lawn,3,3,0,0,0,3,0,0,1.0000
braiding_hair,petting_animal,3,3,0,0,0,3,0,0,1.0000
braiding_hair,reading_book,3,3,0,0,0,3,0,0,1.0000
braiding_hair,sanding_floor,3,3,0,0,0,3,0,0,1.0000
braiding_hair,using_computer,3,3,0,0,0,3,0,0,1.0000
braiding_hair,washing_dishes,3,3,0,0,0,3,0,0,1.0000
breakdancing,carrying_baby,12,11,1,0,0,11,1,0,0.9167
breakdancing,cleaning,12,12,0,0,0,12,0,0,1.0000
breakdancing,cleaning_floor,12,12,0,0,0,12,0,0,1.0000
breakdancing,cleaning_shoes,12,12,0,0,0,12,0,0,1.0000
breakdancing,cleaning_windows,12,12,0,0,0,12,0,0,1.0000
breakdancing,cooking_chicken,12,12,0,0,0,12,0,0,1.0000
breakdancing,decorating_christmas_tree,12,12,0,0,0,12,0,0,1.0000
breakdancing,flipping_pancake,12,12,0,0,0,12,0,0,1.0000
breakdancing,folding_clothes,12,12,0,0,0,12,0,0,1.0000
breakdancing,mowing_lawn,12,12,0,0,0,12,0,0,1.0000
breakdancing,petting_animal,12,12,0,0,0,12,0,0,1.0000
breakdancing,reading_book,12,12,0,0,0,12,0,0,1.0000
breakdancing,sanding_floor,12,12,0,0,0,12,0,0,1.0000
breakdancing,using_computer,12,12,0,0,0,12,0,0,1.0000
breakdancing,washing_dishes,12,12,0,0,0,12,0,0,1.0000
brushing_hair,carrying_baby,3,2,1,0,0,2,1,0,0.6667
brushing_hair,cleaning,3,2,1,0,0,2,1,0,0.6667
brushing_hair,cleaning_floor,3,3,0,0,0,3,0,0,1.0000
brushing_hair,cleaning_shoes,3,0,3,0,0,0,0,3,0.0000
brushing_hair,cleaning_windows,3,3,0,0,0,3,0,0,1.0000
brushing_hair,cooking_chicken,3,3,0,0,0,3,0,0,1.0000
brushing_hair,decorating_christmas_tree,3,3,0,0,0,3,0,0,1.0000
brushing_hair,flipping_pancake,3,3,0,0,0,3,0,0,1.0000
brushing_hair,folding_clothes,3,3,0,0,0,3,0,0,1.0000
brushing_hair,mowing_lawn,3,3,0,0,0,3,0,0,1.0000
brushing_hair,petting_animal,3,3,0,0,0,3,0,0,1.0000
brushing_hair,reading_book,3,3,0,0,0,3,0,0,1.0000
brushing_hair,sanding_floor,3,3,0,0,0,3,0,0,1.0000
brushing_hair,using_computer,3,3,0,0,0,3,0,0,1.0000
brushing_hair,washing_dishes,3,3,0,0,0,3,0,0,1.0000
building_shed,carrying_baby,3,3,0,0,0,3,0,0,1.0000
building_shed,cleaning,3,3,0,0,0,3,0,0,1.0000
building_shed,cleaning_floor,3,3,0,0,0,3,0,0,1.0000
building_shed,cleaning_shoes,3,3,0,0,0,3,0,0,1.0000
building_shed,cleaning_windows,3,3,0,0,0,3,0,0,1.0000
building_shed,cooking_chicken,3,3,0,0,0,3,0,0,1.0000
building_shed,decorating_christmas_tree,3,3,0,0,0,3,0,0,1.0000
building_shed,flipping_pancake,3,3,0,0,0,3,0,0,1.0000
building_shed,folding_clothes,3,3,0,0,0,3,0,0,1.0000
building_shed,mowing_lawn,3,3,0,0,0,3,0,0,1.0000
building_shed,petting_animal,3,3,0,0,0,3,0,0,1.0000
building_shed,reading_book,3,3,0,0,0,3,0,0,1.0000
building_shed,sanding_floor,3,3,0,0,0,3,0,0,1.0000
building_shed,using_computer,3,3,0,0,0,3,0,0,1.0000
building_shed,washing_dishes,3,3,0,0,0,3,0,0,1.0000
bungee_jumping,carrying_baby,6,4,2,0,0,4,2,0,0.6667
bungee_jumping,cleaning,6,5,1,0,0,5,1,0,0.8333
bungee_jumping,cleaning_floor,6,6,0,0,0,6,0,0,1.0000
bungee_jumping,cleaning_shoes,6,6,0,0,0,6,0,0,1.0000
bungee_jumping,cleaning_windows,6,6,0,0,0,6,0,0,1.0000
bungee_jumping,cooking_chicken,6,6,0,0,0,6,0,0,1.0000
bungee_jumping,decorating_christmas_tree,6,5,1,0,0,5,1,0,0.8333
bungee_jumping,flipping_pancake,6,6,0,0,0,6,0,0,1.0000
bungee_jumping,folding_clothes,6,6,0,0,0,6,0,0,1.0000
bungee_jumping,mowing_lawn,6,6,0,0,0,6,0,0,1.0000
bungee_jumping,petting_animal,6,6,0,0,0,6,0,0,1.0000
bungee_jumping,reading_book,6,6,0,0,0,6,0,0,1.0000
bungee_jumping,sanding_floor,6,6,0,0,0,6,0,0,1.0000
bungee_jumping,using_computer,6,6,0,0,0,6,0,0,1.0000
bungee_jumping,washing_dishes,6,6,0,0,0,6,0,0,1.0000
busking,carrying_baby,9,7,2,0,0,7,2,0,0.7778
busking,cleaning,9,8,1,0,0,8,1,0,0.8889
busking,cleaning_floor,9,9,0,0,0,9,0,0,1.0000
busking,cleaning_shoes,9,9,0,0,0,9,0,0,1.0000
busking,cleaning_windows,9,9,0,0,0,9,0,0,1.0000
busking,cooking_chicken,9,9,0,0,0,9,0,0,1.0000
busking,decorating_christmas_tree,9,9,0,0,0,9,0,0,1.0000
busking,flipping_pancake,9,9,0,0,0,9,0,0,1.0000
busking,folding_clothes,9,9,0,0,0,9,0,0,1.0000
busking,mowing_lawn,9,9,0,0,0,9,0,0,1.0000
busking,petting_animal,9,9,0,0,0,9,0,0,1.0000
busking,reading_book,9,9,0,0,0,9,0,0,1.0000
busking,sanding_floor,9,9,0,0,0,9,0,0,1.0000
busking,using_computer,9,9,0,0,0,9,0,0,1.0000
busking,washing_dishes,9,9,0,0,0,9,0,0,1.0000
canoeing_or_kayaking,carrying_baby,18,15,3,0,0,15,3,0,0.8333
canoeing_or_kayaking,cleaning,18,18,0,0,0,18,0,0,1.0000
canoeing_or_kayaking,cleaning_floor,18,18,0,0,0,18,0,0,1.0000
canoeing_or_kayaking,cleaning_shoes,18,18,0,0,0,18,0,0,1.0000
canoeing_or_kayaking,cleaning_windows,18,18,0,0,0,18,0,0,1.0000
canoeing_or_kayaking,cooking_chicken,18,18,0,0,0,18,0,0,1.0000
canoeing_or_kayaking,decorating_christmas_tree,18,18,0,0,0,18,0,0,1.0000
canoeing_or_kayaking,flipping_pancake,18,18,0,0,0,18,0,0,1.0000
canoeing_or_kayaking,folding_clothes,18,18,0,0,0,18,0,0,1.0000
canoeing_or_kayaking,mowing_lawn,18,18,0,0,0,18,0,0,1.0000
canoeing_or_kayaking,petting_animal,18,18,0,0,0,18,0,0,1.0000
canoeing_or_kayaking,reading_book,18,18,0,0,0,18,0,0,1.0000
canoeing_or_kayaking,sanding_floor,18,18,0,0,0,18,0,0,1.0000
canoeing_or_kayaking,using_computer,18,18,0,0,0,18,0,0,1.0000
canoeing_or_kayaking,washing_dishes,18,18,0,0,0,18,0,0,1.0000
carrying_baby,carrying_baby,15,13,2,0,13,0,0,2,0.8667
carrying_baby,cleaning,15,6,9,0,0,6,9,0,0.4000
carrying_baby,cleaning_floor,15,13,2,0,0,13,2,0,0.8667
carrying_baby,cleaning_shoes,15,12,3,0,0,12,3,0,0.8000
carrying_baby,cleaning_windows,15,15,0,0,0,15,0,0,1.0000
carrying_baby,cooking_chicken,15,15,0,0,0,15,0,0,1.0000
carrying_baby,decorating_christmas_tree,15,12,3,0,0,12,3,0,0.8000
carrying_baby,flipping_pancake,15,15,0,0,0,15,0,0,1.0000
carrying_baby,folding_clothes,15,10,5,0,0,10,5,0,0.6667
carrying_baby,mowing_lawn,15,15,0,0,0,15,0,0,1.0000
carrying_baby,petting_animal,15,13,2,0,0,13,2,0,0.8667
carrying_baby,reading_book,15,15,0,0,0,15,0,0,1.0000
carrying_baby,sanding_floor,15,15,0,0,0,15,0,0,1.0000
carrying_baby,using_computer,15,15,0,0,0,15,0,0,1.0000
carrying_baby,washing_dishes,15,15,0,0,0,15,0,0,1.0000
carving_pumpkin,carrying_baby,6,4,2,0,0,4,2,0,0.6667
carving_pumpkin,cleaning,6,6,0,0,0,6,0,0,1.0000
carving_pumpkin,cleaning_floor,6,6,0,0,0,6,0,0,1.0000
carving_pumpkin,cleaning_shoes,6,6,0,0,0,6,0,0,1.0000
carving_pumpkin,cleaning_windows,6,6,0,0,0,6,0,0,1.0000
carving_pumpkin,cooking_chicken,6,6,0,0,0,6,0,0,1.0000
carving_pumpkin,decorating_christmas_tree,6,2,4,0,0,2,4,0,0.3333
carving_pumpkin,flipping_pancake,6,6,0,0,0,6,0,0,1.0000
carving_pumpkin,folding_clothes,6,6,0,0,0,6,0,0,1.0000
carving_pumpkin,mowing_lawn,6,6,0,0,0,6,0,0,1.0000
carving_pumpkin,petting_animal,6,6,0,0,0,6,0,0,1.0000
carving_pumpkin,reading_book,6,6,0,0,0,6,0,0,1.0000
carving_pumpkin,sanding_floor,6,6,0,0,0,6,0,0,1.0000
carving_pumpkin,using_computer,6,6,0,0,0,6,0,0,1.0000
carving_pumpkin,washing_dishes,6,6,0,0,0,6,0,0,1.0000
catching_fish,carrying_baby,6,4,2,0,0,4,2,0,0.6667
catching_fish,cleaning,6,3,3,0,0,3,3,0,0.5000
catching_fish,cleaning_floor,6,6,0,0,0,6,0,0,1.0000
catching_fish,cleaning_shoes,6,6,0,0,0,6,0,0,1.0000
catching_fish,cleaning_windows,6,6,0,0,0,6,0,0,1.0000
catching_fish,cooking_chicken,6,6,0,0,0,6,0,0,1.0000
catching_fish,decorating_christmas_tree,6,6,0,0,0,6,0,0,1.0000
catching_fish,flipping_pancake,6,6,0,0,0,6,0,0,1.0000
catching_fish,folding_clothes,6,5,1,0,0,5,1,0,0.8333
catching_fish,mowing_lawn,6,6,0,0,0,6,0,0,1.0000
catching_fish,petting_animal,6,2,4,0,2,0,0,4,0.3333
catching_fish,reading_book,6,6,0,0,0,6,0,0,1.0000
catching_fish,sanding_floor,6,6,0,0,0,6,0,0,1.0000
catching_fish,using_computer,6,6,0,0,0,6,0,0,1.0000
catching_fish,washing_dishes,6,6,0,0,0,6,0,0,1.0000
catching_or_throwing_frisbee,carrying_baby,9,9,0,0,0,9,0,0,1.0000
catching_or_throwing_frisbee,cleaning,9,8,1,0,0,8,1,0,0.8889
catching_or_throwing_frisbee,cleaning_floor,9,9,0,0,0,9,0,0,1.0000
catching_or_throwing_frisbee,cleaning_shoes,9,9,0,0,0,9,0,0,1.0000
catching_or_throwing_frisbee,cleaning_windows,9,9,0,0,0,9,0,0,1.0000
catching_or_throwing_frisbee,cooking_chicken,9,9,0,0,0,9,0,0,1.0000
catching_or_throwing_frisbee,decorating_christmas_tree,9,8,1,0,0,8,1,0,0.8889
catching_or_throwing_frisbee,flipping_pancake,9,9,0,0,0,9,0,0,1.0000
catching_or_throwing_frisbee,folding_clothes,9,9,0,0,0,9,0,0,1.0000
catching_or_throwing_frisbee,mowing_lawn,9,9,0,0,0,9,0,0,1.0000
catching_or_throwing_frisbee,petting_animal,9,0,9,0,0,0,0,9,0.0000
catching_or_throwing_frisbee,reading_book,9,9,0,0,0,9,0,0,1.0000
catching_or_throwing_frisbee,sanding_floor,9,9,0,0,0,9,0,0,1.0000
catching_or_throwing_frisbee,using_computer,9,9,0,0,0,9,0,0,1.0000
catching_or_throwing_frisbee,washing_dishes,9,9,0,0,0,9,0,0,1.0000
celebrating,carrying_baby,9,8,1,0,0,8,1,0,0.8889
celebrating,cleaning,9,8,1,0,0,8,1,0,0.8889
celebrating,cleaning_floor,9,9,0,0,0,9,0,0,1.0000
celebrating,cleaning_shoes,9,9,0,0,0,9,0,0,1.0000
celebrating,cleaning_windows,9,9,0,0,0,9,0,0,1.0000
celebrating,cooking_chicken,9,9,0,0,0,9,0,0,1.0000
celebrating,decorating_christmas_tree,9,8,1,0,0,8,1,0,0.8889
celebrating,flipping_pancake,9,9,0,0,0,9,0,0,1.0000
celebrating,folding_clothes,9,8,1,0,0,8,1,0,0.8889
celebrating,mowing_lawn,9,9,0,0,0,9,0,0,1.0000
celebrating,petting_animal,9,9,0,0,0,9,0,0,1.0000
celebrating,reading_book,9,9,0,0,0,9,0,0,1.0000
celebrating,sanding_floor,9,9,0,0,0,9,0,0,1.0000
celebrating,using_computer,9,9,0,0,0,9,0,0,1.0000
celebrating,washing_dishes,9,9,0,0,0,9,0,0,1.0000
checking_tires,carrying_baby,6,6,0,0,0,6,0,0,1.0000
checking_tires,cleaning,6,1,5,0,0,1,5,0,0.1667
checking_tires,cleaning_floor,6,6,0,0,0,6,0,0,1.0000
checking_tires,cleaning_shoes,6,6,0,0,0,6,0,0,1.0000
checking_tires,cleaning_windows,6,6,0,0,0,6,0,0,1.0000
checking_tires,cooking_chicken,6,6,0,0,0,6,0,0,1.0000
checking_tires,decorating_christmas_tree,6,6,0,0,0,6,0,0,1.0000
checking_tires,flipping_pancake,6,6,0,0,0,6,0,0,1.0000
checking_tires,folding_clothes,6,6,0,0,0,6,0,0,1.0000
checking_tires,mowing_lawn,6,6,0,0,0,6,0,0,1.0000
checking_tires,petting_animal,6,6,0,0,0,6,0,0,1.0000
checking_tires,reading_book,6,6,0,0,0,6,0,0,1.0000
checking_tires,sanding_floor,6,6,0,0,0,6,0,0,1.0000
checking_tires,using_computer,6,6,0,0,0,6,0,0,1.0000
checking_tires,washing_dishes,6,6,0,0,0,6,0,0,1.0000
cheerleading,carrying_baby,21,19,2,0,0,19,2,0,0.9048
cheerleading,cleaning,21,20,1,0,0,20,1,0,0.9524
cheerleading,cleaning_floor,21,21,0,0,0,21,0,0,1.0000
cheerleading,cleaning_shoes,21,20,1,0,0,20,1,0,0.9524
cheerleading,cleaning_windows,21,21,0,0,0,21,0,0,1.0000
cheerleading,cooking_chicken,21,21,0,0,0,21,0,0,1.0000
cheerleading,decorating_christmas_tree,21,20,1,0,0,20,1,0,0.9524
cheerleading,flipping_pancake,21,21,0,0,0,21,0,0,1.0000
cheerleading,folding_clothes,21,21,0,0,0,21,0,0,1.0000
cheerleading,mowing_lawn,21,21,0,0,0,21,0,0,1.0000
cheerleading,petting_animal,21,21,0,0,0,21,0,0,1.0000
cheerleading,reading_book,21,21,0,0,0,21,0,0,1.0000
cheerleading,sanding_floor,21,21,0,0,0,21,0,0,1.0000
cheerleading,using_computer,21,21,0,0,0,21,0,0,1.0000
cheerleading,washing_dishes,21,21,0,0,0,21,0,0,1.0000
chopping_wood,carrying_baby,6,3,3,0,0,3,3,0,0.5000
chopping_wood,cleaning,6,4,2,0,0,4,2,0,0.6667
chopping_wood,cleaning_floor,6,6,0,0,0,6,0,0,1.0000
chopping_wood,cleaning_shoes,6,3,3,0,0,3,3,0,0.5000
